,Id,LotFrontage,YearBuilt,YearRemodAdd,Foundation,OverallQual,SalePrice
601,602,50.0,1937,1950,PConc,6,141000
602,603,80.0,1992,1992,PConc,8,220000
603,604,30.0,2004,2005,PConc,7,151000
604,605,88.0,2002,2002,PConc,7,221000
605,606,85.0,1965,1990,CBlock,7,205000
606,607,82.0,1996,1996,PConc,5,152000
607,608,78.0,1948,2002,CBlock,5,225000
608,609,78.0,1934,1998,PConc,8,359100
609,610,61.0,1961,1961,CBlock,4,118500
610,611,,2000,2000,PConc,9,313000
611,612,,1978,1978,CBlock,6,148000
612,613,,2001,2001,PConc,8,261500
613,614,70.0,2007,2007,PConc,5,147000
614,615,21.0,1972,1972,CBlock,4,75500
615,616,80.0,1963,1963,PConc,6,137500
616,617,,2002,2003,PConc,6,183200
617,618,59.0,1954,1954,CBlock,6,105500
618,619,90.0,2007,2007,PConc,9,314813
619,620,85.0,2003,2003,PConc,8,305000
620,621,45.0,1914,1950,BrkTil,3,67000
621,622,90.0,1974,1997,CBlock,6,240000
622,623,71.0,1977,1977,CBlock,5,135000
623,624,,2000,2000,PConc,6,168500
624,625,80.0,1972,1972,CBlock,6,165150
625,626,87.0,1962,1962,CBlock,6,160000
626,627,,1960,1978,CBlock,5,139900
627,628,80.0,1955,1972,CBlock,6,153000
628,629,70.0,1969,1969,PConc,5,135000
629,630,82.0,1964,1964,CBlock,6,168500
630,631,50.0,1880,1991,BrkTil,5,124000
631,632,34.0,2006,2006,PConc,8,209500
632,633,85.0,1977,1977,CBlock,7,82500
633,634,80.0,1954,2005,CBlock,5,139400
634,635,64.0,1980,1980,CBlock,6,144000
635,636,60.0,1914,1995,CBlock,6,200000
636,637,51.0,1936,1950,BrkTil,2,60000
637,638,50.0,1954,1954,CBlock,5,93000
638,639,67.0,1910,1950,CBlock,5,85000
639,640,53.0,2006,2006,PConc,8,264561
640,641,62.0,2003,2004,PConc,8,274000
641,642,,2001,2001,PConc,7,226000
642,643,75.0,1972,1995,CBlock,8,345000
643,644,80.0,1969,1969,CBlock,5,152000
644,645,85.0,2009,2009,PConc,9,370878
645,646,,1971,1971,CBlock,6,143250
646,647,60.0,1950,1950,CBlock,5,98300
647,648,85.0,1953,1953,CBlock,6,155000
648,649,70.0,1966,1966,CBlock,6,155000
649,650,21.0,1970,1970,CBlock,4,84500
650,651,65.0,2007,2007,PConc,7,205950
651,652,60.0,1940,1950,CBlock,4,108000
652,653,70.0,1996,1996,PConc,7,191000
653,654,60.0,1906,1995,CBlock,6,135000
654,655,91.0,1995,1995,PConc,8,350000
655,656,21.0,1971,1971,CBlock,6,88000
656,657,72.0,1959,2006,CBlock,5,145500
657,658,60.0,1931,2000,BrkTil,7,149000
658,659,78.0,1948,1950,CBlock,6,97500
659,660,75.0,1964,1999,PConc,5,167000
660,661,,1976,1976,CBlock,7,197900
661,662,52.0,1994,2005,PConc,8,402000
662,663,120.0,1968,1968,CBlock,6,110000
663,664,90.0,1972,1972,CBlock,4,137500
664,665,49.0,2005,2006,PConc,8,423000
665,666,106.0,2000,2000,PConc,8,230500
666,667,,1965,1979,CBlock,6,129000
667,668,65.0,1994,1998,PConc,6,193500
668,669,,1956,1987,CBlock,5,168000
669,670,80.0,1922,1950,BrkTil,4,137500
670,671,64.0,2005,2005,PConc,6,173500
671,672,54.0,1925,1950,BrkTil,6,103600
672,673,,1977,1977,CBlock,6,165000
673,674,110.0,1957,2004,PConc,6,257500
674,675,80.0,1965,1965,CBlock,6,140000
675,676,24.0,1978,1978,CBlock,6,148500
676,677,60.0,1900,1950,BrkTil,4,87000
677,678,52.0,1924,2006,BrkTil,5,109500
678,679,80.0,2008,2008,PConc,8,372500
679,680,,1961,1961,CBlock,5,128500
680,681,50.0,1980,1980,CBlock,6,143000
681,682,55.0,1932,2000,BrkTil,5,159434
682,683,,1996,1997,PConc,6,173000
683,684,90.0,2002,2002,PConc,9,285000
684,685,58.0,1998,1998,PConc,7,221000
685,686,,1984,1984,CBlock,7,207500
686,687,84.0,2007,2007,PConc,7,227875
687,688,,2004,2004,PConc,7,148800
688,689,60.0,2007,2007,PConc,8,392000
689,690,61.0,2005,2006,PConc,6,194700
690,691,,2004,2004,PConc,6,141000
691,692,104.0,1994,1995,PConc,10,755000
692,693,42.0,1989,1990,PConc,7,335000
693,694,60.0,1921,1968,BrkTil,5,108480
694,695,51.0,1936,1950,BrkTil,5,141500
695,696,54.0,1987,1987,CBlock,6,176000
696,697,50.0,1921,1950,CBlock,5,89000
697,698,57.0,1952,1952,PConc,5,123500
698,699,65.0,1965,2009,CBlock,5,138500
699,700,59.0,2004,2004,PConc,7,196000
700,701,85.0,2002,2002,PConc,8,312500
701,702,80.0,1969,1969,CBlock,7,140000
702,703,82.0,2006,2006,PConc,8,361919
703,704,76.0,1900,1996,BrkTil,5,140000
704,705,70.0,2004,2005,PConc,7,213000
705,706,70.0,1930,1950,Slab,4,55000
706,707,,1971,2002,CBlock,7,302000
707,708,48.0,2006,2006,PConc,8,254000
708,709,65.0,2007,2007,PConc,7,179540
709,710,,1966,1966,PConc,5,109900
710,711,56.0,1935,2003,CBlock,3,52000
711,712,66.0,1900,1950,Stone,4,102776
712,713,40.0,1988,1989,PConc,8,189000
713,714,60.0,1970,1970,CBlock,4,129000
714,715,,1976,2005,CBlock,6,130500
715,716,78.0,1974,1974,CBlock,6,165000
716,717,60.0,1890,1998,BrkTil,7,159500
717,718,80.0,1973,2000,CBlock,5,157000
718,719,96.0,1993,1994,PConc,7,341000
719,720,69.0,1969,1969,CBlock,5,128500
720,721,,1985,1985,PConc,8,275000
721,722,,2004,2004,PConc,6,143000
722,723,70.0,1970,1970,CBlock,4,124500
723,724,60.0,1954,1972,PConc,4,135000
724,725,86.0,2007,2008,PConc,9,320000
725,726,60.0,1970,1970,CBlock,4,120500
726,727,,1988,2007,CBlock,6,222000
727,728,64.0,2007,2007,PConc,7,194500
728,729,85.0,1958,1958,CBlock,5,110000
729,730,52.0,1925,1950,CBlock,4,103000
730,731,39.0,1995,1996,PConc,8,236500
731,732,73.0,2003,2003,PConc,7,187500
732,733,75.0,1998,1999,PConc,7,222500
733,734,80.0,1961,1983,CBlock,5,131400
734,735,,1968,1968,PConc,5,108000
735,736,60.0,1914,1970,BrkTil,7,163000
736,737,60.0,1950,1950,CBlock,3,93500
737,738,72.0,2005,2005,PConc,8,239900
738,739,60.0,1987,1988,CBlock,5,179000
739,740,65.0,2004,2004,PConc,7,190000
740,741,60.0,1910,2002,BrkTil,5,132000
741,742,65.0,1961,1996,CBlock,6,142000
742,743,65.0,2000,2001,PConc,7,179000
743,744,70.0,1963,1999,CBlock,5,175000
744,745,41.0,1993,1993,PConc,8,180000
745,746,,1976,1996,CBlock,8,299800
746,747,,2000,2000,PConc,7,236000
747,748,65.0,1880,2003,Stone,7,265979
748,749,59.0,1996,1996,PConc,7,260400
749,750,50.0,1945,1950,Slab,4,98000
750,751,55.0,1910,2004,BrkTil,4,96500
751,752,,2003,2003,PConc,7,162000
752,753,79.0,1997,1997,PConc,6,217000
753,754,80.0,2005,2005,PConc,8,275500
754,755,61.0,1969,2005,CBlock,6,156000
755,756,34.0,1999,1999,PConc,6,172500
756,757,68.0,2007,2007,PConc,8,212000
757,758,,1978,1978,CBlock,6,158900
758,759,24.0,1999,1999,PConc,7,179400
759,760,65.0,1995,1995,PConc,8,290000
760,761,70.0,1959,1959,CBlock,6,127500
761,762,60.0,1924,1950,PConc,5,100000
762,763,72.0,2009,2009,PConc,7,215200
763,764,82.0,1999,1999,PConc,8,337000
764,765,30.0,1995,1996,PConc,8,270000
765,766,75.0,2008,2008,PConc,9,264132
766,767,80.0,1988,1988,CBlock,7,196500
767,768,75.0,1940,1985,CBlock,6,160000
768,769,70.0,2004,2005,PConc,7,216837
769,770,47.0,2003,2003,PConc,8,538000
770,771,,1982,1982,CBlock,5,134900
771,772,67.0,1951,1951,CBlock,4,102000
772,773,94.0,1976,1976,CBlock,6,107000
773,774,70.0,1958,1958,CBlock,5,114500
774,775,110.0,2006,2006,PConc,8,395000
775,776,32.0,1998,1998,PConc,6,162000
776,777,86.0,2005,2006,PConc,7,221500
777,778,100.0,1974,1974,CBlock,5,142500
778,779,60.0,1977,1977,Slab,5,144000
779,780,78.0,1977,1977,CBlock,6,135000
780,781,63.0,1995,1996,PConc,7,176000
781,782,65.0,1992,1992,PConc,6,175900
782,783,67.0,2001,2002,PConc,7,187100
783,784,,1978,1978,PConc,5,165500
784,785,35.0,1914,2001,CBlock,6,128000
785,786,,1967,1967,CBlock,6,161500
786,787,60.0,1915,1950,PConc,5,139000
787,788,76.0,2004,2004,PConc,7,233000
788,789,50.0,1954,2000,CBlock,4,107900
789,790,,1966,2007,CBlock,6,187500
790,791,43.0,2005,2006,PConc,7,160200
791,792,,1976,1976,PConc,6,146800
792,793,92.0,1996,1997,PConc,7,269790
793,794,76.0,2007,2007,PConc,8,225000
794,795,,1994,1996,PConc,7,194500
795,796,70.0,1980,1981,CBlock,6,171000
796,797,71.0,1977,1977,CBlock,6,143500
797,798,57.0,1953,1953,CBlock,5,110000
798,799,104.0,2008,2009,PConc,9,485000
799,800,60.0,1937,1950,BrkTil,5,175000
800,801,79.0,1997,1997,PConc,6,200000
801,802,40.0,1916,1990,CBlock,4,109900
802,803,63.0,2005,2005,PConc,7,189000
803,804,107.0,2008,2009,PConc,9,582933
804,805,75.0,1954,1954,CBlock,5,118000
805,806,91.0,2008,2008,PConc,7,227680
806,807,75.0,1967,1967,PConc,5,135500
807,808,144.0,1923,2004,CBlock,5,223500
808,809,85.0,1966,1966,CBlock,5,159950
809,810,90.0,1898,1965,PConc,5,106000
810,811,78.0,1974,1999,CBlock,6,181000
811,812,,2004,2004,PConc,6,144500
812,813,66.0,1952,1952,CBlock,5,55993
813,814,75.0,1958,1958,CBlock,6,157900
814,815,45.0,1918,1950,BrkTil,5,116000
815,816,48.0,1998,1998,PConc,7,224900
816,817,,1954,1954,CBlock,5,137000
817,818,,2002,2002,PConc,8,271000
818,819,80.0,1971,1971,CBlock,6,155000
819,820,44.0,2009,2010,PConc,7,224000
820,821,72.0,2003,2003,PConc,7,183000
821,822,60.0,1953,1953,CBlock,4,93000
822,823,,2003,2003,PConc,7,225000
823,824,60.0,1940,1950,BrkTil,6,139500
824,825,81.0,2006,2006,PConc,8,232600
825,826,114.0,2007,2008,PConc,10,385000
826,827,50.0,1924,1950,BrkTil,5,109500
827,828,65.0,2001,2001,PConc,7,189000
828,829,,1967,1967,PConc,5,185000
829,830,24.0,2005,2005,PConc,7,147400
830,831,80.0,1957,1957,CBlock,6,166000
831,832,30.0,2005,2005,PConc,7,151000
832,833,44.0,2003,2003,PConc,7,237000
833,834,100.0,1964,1964,CBlock,6,167000
834,835,75.0,1961,1961,CBlock,5,139950
835,836,60.0,1950,1995,CBlock,4,128000
836,837,90.0,1948,1973,BrkTil,5,153500
837,838,21.0,1973,1973,CBlock,6,100000
838,839,75.0,1995,2006,PConc,5,144000
839,840,70.0,1946,1995,CBlock,5,130500
840,841,,1925,1950,BrkTil,6,140000
841,842,60.0,1904,2002,PConc,5,157500
842,843,82.0,1966,1966,CBlock,6,174900
843,844,80.0,1961,1961,CBlock,5,141000
844,845,100.0,1915,1950,BrkTil,5,153900
845,846,,1975,1981,CBlock,5,171000
846,847,75.0,1993,1993,PConc,7,213000
847,848,36.0,1972,1972,CBlock,5,133500
848,849,75.0,1908,1997,BrkTil,6,240000
849,850,80.0,1976,1994,CBlock,6,187000
850,851,36.0,2003,2003,PConc,6,131500
851,852,,2003,2003,PConc,8,215000
852,853,53.0,1941,1950,CBlock,7,164000
853,854,,1964,1964,CBlock,6,158000
854,855,102.0,1955,1974,CBlock,5,170000
855,856,,1962,2010,CBlock,5,127000
856,857,,1978,1978,CBlock,6,147000
857,858,65.0,1994,1995,PConc,6,174000
858,859,80.0,1976,1976,CBlock,7,152000
859,860,,1968,1984,CBlock,6,250000
860,861,55.0,1918,1998,BrkTil,7,189950
861,862,75.0,1965,1965,PConc,5,131500
862,863,81.0,1984,1985,PConc,6,152000
863,864,70.0,1959,1959,CBlock,5,132500
864,865,72.0,2007,2008,PConc,7,250580
865,866,,1970,1970,CBlock,5,148500
866,867,67.0,2006,2007,PConc,8,248900
867,868,85.0,1961,1961,CBlock,4,129000
868,869,,1948,1950,Slab,5,169000
869,870,80.0,1993,1994,PConc,7,236000
870,871,60.0,1962,1962,CBlock,5,109500
871,872,70.0,1998,1998,PConc,6,200500
872,873,74.0,1953,1996,Stone,5,116000
873,874,60.0,1949,1950,CBlock,5,133000
874,875,52.0,1941,1950,CBlock,5,66500
875,876,75.0,2007,2007,PConc,8,303477
876,877,94.0,1963,1963,PConc,4,132250
877,878,74.0,2004,2005,PConc,9,350000
878,879,88.0,1961,1995,CBlock,5,148000
879,880,,1978,2005,CBlock,5,136500
880,881,60.0,2005,2006,PConc,5,157000
881,882,44.0,1990,1991,CBlock,7,187500
882,883,,1992,1993,PConc,6,178000
883,884,60.0,1912,1950,PConc,4,118500
884,885,65.0,1967,1967,CBlock,5,100000
885,886,50.0,1999,2000,PConc,9,328900
886,887,70.0,1959,2005,CBlock,5,145000
887,888,59.0,1955,1955,PConc,5,135500
888,889,95.0,1970,1970,PConc,8,268000
889,890,128.0,1953,1953,CBlock,6,149500
890,891,60.0,1949,2006,CBlock,5,122900
891,892,70.0,1978,1978,CBlock,6,172500
892,893,70.0,1963,2003,CBlock,6,154500
893,894,,1954,1954,PConc,5,165000
894,895,64.0,1979,1979,Slab,5,118858
895,896,71.0,1963,1963,CBlock,6,140000
896,897,50.0,1936,1950,BrkTil,4,106500
897,898,64.0,1979,1979,Slab,5,142953
898,899,100.0,2009,2010,PConc,9,611657
899,900,65.0,1961,1994,CBlock,5,135000
900,901,,1971,1971,CBlock,4,110000
901,902,64.0,1957,2000,CBlock,5,153000
902,903,63.0,2003,2003,PConc,7,180000
903,904,50.0,2006,2006,PConc,7,240000
904,905,,1967,1967,CBlock,5,125500
905,906,80.0,1954,1954,CBlock,5,128000
906,907,116.0,2006,2006,PConc,8,255000
907,908,86.0,1936,1987,CBlock,7,250000
908,909,,1983,1983,CBlock,5,131000
909,910,149.0,2005,2005,PConc,6,174000
910,911,80.0,1960,1960,CBlock,5,154300
911,912,,1977,1989,CBlock,5,143500
912,913,51.0,1925,1950,BrkTil,5,88000
913,914,82.0,1949,1950,CBlock,5,145000
914,915,30.0,2009,2009,PConc,6,173733
915,916,21.0,1970,1970,CBlock,4,75000
916,917,50.0,1949,1950,CBlock,2,35311
917,918,,1956,1956,CBlock,4,135000
918,919,103.0,1991,1991,PConc,7,238000
919,920,87.0,1958,2002,CBlock,6,176500
920,921,70.0,1994,1994,PConc,6,201000
921,922,67.0,1900,2003,CBlock,5,145900
922,923,65.0,2005,2006,PConc,6,169990
923,924,50.0,1993,1994,PConc,6,193000
924,925,79.0,1980,1980,CBlock,6,207500
925,926,,1977,1977,PConc,5,175000
926,927,93.0,2003,2004,PConc,8,285000
927,928,,1968,1968,CBlock,7,176000
928,929,,2001,2001,PConc,8,236500
929,930,,1997,1997,PConc,7,222000
930,931,73.0,2007,2007,PConc,8,201000
931,932,70.0,1965,1965,CBlock,5,117500
932,933,84.0,2006,2006,PConc,9,320000
933,934,63.0,2004,2004,PConc,7,190000
934,935,313.0,1960,2007,CBlock,7,242000
935,936,52.0,1926,1953,PConc,4,79900
936,937,67.0,2003,2003,PConc,7,184900
937,938,75.0,2005,2005,PConc,7,253000
938,939,73.0,2006,2006,PConc,7,239799
939,940,,1940,1950,CBlock,7,244400
940,941,55.0,1976,1976,CBlock,6,150900
941,942,,1999,1999,PConc,7,214000
942,943,42.0,1977,1977,PConc,4,150000
943,944,100.0,1967,1967,CBlock,5,143000
944,945,,1958,1958,CBlock,6,137500
945,946,98.0,1890,1996,BrkTil,5,124900
946,947,70.0,1959,1959,CBlock,5,143000
947,948,85.0,2002,2003,PConc,8,270000
948,949,65.0,2002,2002,PConc,7,192500
949,950,78.0,1972,2006,CBlock,6,197500
950,951,60.0,1950,2002,CBlock,5,129000
951,952,60.0,1965,1965,CBlock,5,119900
952,953,60.0,1972,2003,CBlock,5,133900
953,954,,1969,1969,CBlock,5,172000
954,955,35.0,1975,1975,CBlock,6,127500
955,956,82.0,1946,1950,CBlock,6,145000
956,957,24.0,1980,1980,CBlock,6,124000
957,958,70.0,1962,1962,CBlock,5,132000
958,959,65.0,2003,2003,PConc,7,185000
959,960,24.0,1999,1999,PConc,7,155000
960,961,50.0,1958,2008,CBlock,5,116500
961,962,,1977,1995,CBlock,6,272000
962,963,24.0,1976,1976,CBlock,6,155000
963,964,122.0,2007,2007,PConc,9,239000
964,965,80.0,2002,2003,PConc,7,214900
965,966,65.0,2005,2007,PConc,6,178900
966,967,130.0,1940,1950,BrkTil,5,160000
967,968,,1955,1955,CBlock,5,135000
968,969,50.0,1910,1950,BrkTil,3,37900
969,970,75.0,1958,1958,CBlock,6,140000
970,971,60.0,1949,1950,CBlock,4,135000
971,972,36.0,2003,2004,PConc,7,173000
972,973,55.0,1979,1979,CBlock,6,99500
973,974,95.0,2007,2008,PConc,7,182000
974,975,60.0,1910,1993,BrkTil,7,167500
975,976,,2000,2000,PConc,7,165000
976,977,51.0,1923,1958,PConc,4,85500
977,978,35.0,2006,2007,PConc,7,199900
978,979,68.0,1954,1954,CBlock,4,110000
979,980,80.0,1963,1963,PConc,5,139000
980,981,,1961,2007,CBlock,7,178400
981,982,98.0,1998,1999,PConc,8,336000
982,983,43.0,2007,2007,PConc,7,159895
983,984,,2002,2002,PConc,8,255900
984,985,75.0,1977,1977,CBlock,5,126000
985,986,68.0,1950,1950,CBlock,5,125000
986,987,59.0,1910,2003,CBlock,6,117000
987,988,83.0,2009,2010,PConc,9,395192
988,989,,1976,1976,CBlock,6,195000
989,990,65.0,2006,2006,PConc,7,197000
990,991,82.0,1997,1998,PConc,8,348000
991,992,121.0,1882,1986,BrkTil,8,168000
992,993,80.0,1964,1993,CBlock,6,187000
993,994,68.0,2005,2006,PConc,6,173900
994,995,96.0,2006,2007,PConc,10,337500
995,996,51.0,1946,1950,CBlock,4,121600
996,997,,1961,1961,CBlock,5,136500
997,998,,1970,1970,CBlock,6,185000
998,999,60.0,1922,1950,BrkTil,3,91000
999,1000,64.0,2006,2006,PConc,7,206000
1000,1001,74.0,1952,1952,Slab,3,82000
1001,1002,60.0,1920,1950,BrkTil,5,86000
1002,1003,75.0,2006,2006,PConc,8,232000
1003,1004,,1976,1976,CBlock,5,136905
1004,1005,43.0,2005,2006,PConc,7,181000
1005,1006,65.0,1977,1977,CBlock,5,149900
1006,1007,,1970,1970,CBlock,6,163500
1007,1008,21.0,1970,1970,CBlock,4,88000
1008,1009,43.0,2004,2005,PConc,7,240000
1009,1010,60.0,1926,1950,BrkTil,5,102000
1010,1011,115.0,1948,1950,CBlock,5,135000
1011,1012,75.0,1965,1965,CBlock,5,100000
1012,1013,55.0,1923,1996,PConc,6,165000
1013,1014,60.0,1910,2006,BrkTil,5,85000
1014,1015,60.0,1948,1950,CBlock,6,119200
1015,1016,70.0,2001,2001,PConc,8,227000
1016,1017,73.0,1996,1996,PConc,7,203000
1017,1018,,1984,1984,CBlock,8,187500
1018,1019,,1991,1992,PConc,7,160000
1019,1020,43.0,2005,2005,PConc,7,213490
1020,1021,60.0,2005,2005,PConc,4,176000
1021,1022,64.0,2006,2006,PConc,7,194000
1022,1023,52.0,1930,1950,CBlock,5,87000
1023,1024,43.0,2005,2006,PConc,7,191000
1024,1025,,1976,1976,CBlock,8,287000
1025,1026,70.0,1972,1972,CBlock,5,112500
1026,1027,73.0,1960,1960,CBlock,5,167500
1027,1028,71.0,2007,2008,PConc,8,293077
1028,1029,79.0,1941,1950,CBlock,5,105000
1029,1030,21.0,1972,1972,CBlock,6,118000
1030,1031,,1916,1995,PConc,5,160000
1031,1032,102.0,1920,1970,BrkTil,7,197000
1032,1033,,1993,1993,PConc,8,310000
1033,1034,,2002,2002,PConc,7,230000
1034,1035,50.0,1938,1950,PConc,5,119750
1035,1036,,1957,1957,Slab,4,84000
1036,1037,89.0,2007,2008,PConc,9,315500
1037,1038,,2001,2002,PConc,8,287000
1038,1039,21.0,1970,2008,CBlock,4,97000
1039,1040,21.0,1970,1970,CBlock,4,80000
1040,1041,88.0,1957,2000,CBlock,5,155000
1041,1042,,1966,2000,CBlock,6,173000
1042,1043,34.0,2005,2005,PConc,6,196000
1043,1044,86.0,1990,1990,PConc,7,262280
1044,1045,80.0,1981,1981,PConc,8,278000
1045,1046,,1955,1955,Slab,3,139600
1046,1047,85.0,2005,2006,PConc,9,556581
1047,1048,57.0,1994,1995,PConc,5,145000
1048,1049,100.0,1960,2006,Slab,5,115000
1049,1050,60.0,1946,2006,CBlock,4,84900
1050,1051,73.0,2007,2007,PConc,7,176485
1051,1052,103.0,2007,2007,PConc,7,200141
1052,1053,100.0,1964,1978,CBlock,6,165000
1053,1054,68.0,1957,2002,CBlock,5,144500
1054,1055,90.0,2002,2002,PConc,8,255000
1055,1056,104.0,1976,1976,CBlock,6,180000
1056,1057,43.0,2005,2005,PConc,7,185850
1057,1058,,1994,1994,PConc,7,248000
1058,1059,96.0,2008,2008,PConc,9,335000
1059,1060,,1932,1950,CBlock,6,220000
1060,1061,41.0,2001,2001,PConc,8,213500
1061,1062,120.0,1935,1950,CBlock,3,81000
1062,1063,85.0,1900,1950,BrkTil,5,90000
1063,1064,50.0,1925,1980,BrkTil,6,110500
1064,1065,,1966,1966,CBlock,5,154000
1065,1066,80.0,1996,1997,PConc,7,328000
1066,1067,59.0,1993,1994,PConc,6,178000
1067,1068,80.0,1964,1964,CBlock,6,167900
1068,1069,42.0,1973,1973,CBlock,6,151400
1069,1070,60.0,1949,2003,CBlock,5,135000
1070,1071,72.0,1956,1956,CBlock,5,135000
1071,1072,78.0,1968,1968,CBlock,6,154000
1072,1073,50.0,1948,1950,CBlock,5,91500
1073,1074,75.0,1977,1977,CBlock,6,159500
1074,1075,74.0,2006,2006,PConc,7,194000
1075,1076,75.0,1940,1984,CBlock,7,219500
1076,1077,60.0,1936,1989,CBlock,5,170000
1077,1078,,1969,1969,CBlock,5,138800
1078,1079,37.0,2004,2004,PConc,6,155900
1079,1080,65.0,1994,1994,PConc,5,126000
1080,1081,80.0,1971,2004,CBlock,6,145000
1081,1082,75.0,1963,1963,CBlock,5,133000
1082,1083,70.0,2002,2002,PConc,7,192000
1083,1084,80.0,1964,1964,CBlock,6,160000
1084,1085,,1995,1996,PConc,6,187500
1085,1086,73.0,1992,1992,PConc,6,147000
1086,1087,,1973,1973,CBlock,4,83500
1087,1088,85.0,2005,2006,PConc,8,252000
1088,1089,24.0,2004,2004,PConc,7,137500
1089,1090,37.0,2005,2005,PConc,8,197000
1090,1091,60.0,1950,1950,Slab,3,92900
1091,1092,24.0,1999,2000,PConc,7,160000
1092,1093,60.0,1925,1950,PConc,6,136500
1093,1094,71.0,1965,1998,CBlock,5,146000
1094,1095,74.0,1956,2000,CBlock,5,129000
1095,1096,78.0,2006,2006,PConc,6,176432
1096,1097,60.0,1914,2006,PConc,6,127000
1097,1098,,1986,1986,CBlock,8,170000
1098,1099,50.0,1936,1950,BrkTil,4,128000
1099,1100,82.0,1978,1978,CBlock,7,157000
1100,1101,60.0,1920,1950,CBlock,2,60000
1101,1102,61.0,1971,1971,CBlock,5,119500
1102,1103,70.0,1960,2002,CBlock,5,135000
1103,1104,79.0,1959,1959,CBlock,6,159500
1104,1105,24.0,1970,1970,CBlock,5,106000
1105,1106,98.0,1994,1995,PConc,8,325000
1106,1107,114.0,1990,1991,PConc,7,179900
1107,1108,168.0,2006,2006,PConc,7,274725
1108,1109,,2000,2000,PConc,6,181000
1109,1110,107.0,2004,2005,PConc,8,280000
1110,1111,,1995,1996,PConc,6,188000
1111,1112,80.0,1976,1976,CBlock,7,205000
1112,1113,73.0,1957,1957,CBlock,5,129900
1113,1114,66.0,1953,2006,CBlock,5,134500
1114,1115,90.0,1954,2000,CBlock,5,117000
1115,1116,93.0,2007,2007,PConc,8,318000
1116,1117,,2002,2002,PConc,8,184100
1117,1118,57.0,1967,2003,CBlock,5,130000
1118,1119,85.0,1958,1987,CBlock,5,140000
1119,1120,70.0,1959,1959,CBlock,5,133700
1120,1121,59.0,1920,1950,BrkTil,6,118400
1121,1122,84.0,2005,2006,PConc,7,212900
1122,1123,,1956,1956,CBlock,4,112000
1123,1124,50.0,1947,2008,CBlock,5,118000
1124,1125,,1992,1992,PConc,7,163900
1125,1126,60.0,1955,1955,CBlock,4,115000
1126,1127,53.0,2007,2007,PConc,7,174000
1127,1128,182.0,2004,2004,PConc,7,259000
1128,1129,59.0,2004,2005,PConc,7,215000
1129,1130,60.0,1980,1980,CBlock,5,140000
1130,1131,65.0,1928,1950,BrkTil,4,135000
1131,1132,63.0,1991,1992,PConc,5,93500
1132,1133,90.0,1880,1950,BrkTil,6,117500
1133,1134,80.0,1995,1995,PConc,8,239500
1134,1135,57.0,1997,1997,PConc,6,169000
1135,1136,60.0,1926,1950,BrkTil,6,102000
1136,1137,80.0,1950,1950,CBlock,6,119000
1137,1138,54.0,1875,1996,CBlock,5,94000
1138,1139,,1977,1977,PConc,6,196000
1139,1140,98.0,1920,1950,BrkTil,5,144000
1140,1141,60.0,1951,1951,CBlock,5,139000
1141,1142,,1976,1976,CBlock,5,197500
1142,1143,77.0,2006,2007,PConc,8,424870
1143,1144,,1959,1959,CBlock,5,80000
1144,1145,60.0,1941,1950,BrkTil,4,80000
1145,1146,52.0,1928,1950,BrkTil,5,149000
1146,1147,,1985,1985,CBlock,6,180000
1147,1148,75.0,1941,1950,CBlock,7,174500
1148,1149,,1926,1950,PConc,7,116900
1149,1150,50.0,1920,1988,PConc,7,143000
1150,1151,57.0,1950,1950,CBlock,6,124000
1151,1152,134.0,1959,1959,CBlock,5,149900
1152,1153,90.0,1956,2004,PConc,6,230000
1153,1154,,1930,2007,BrkTil,6,120500
1154,1155,,1965,1988,CBlock,7,201800
1155,1156,90.0,1976,2004,CBlock,5,218000
1156,1157,85.0,1965,1999,PConc,5,179900
1157,1158,34.0,2007,2008,PConc,7,230000
1158,1159,92.0,2007,2008,PConc,8,235128
1159,1160,76.0,1974,1974,CBlock,6,185000
1160,1161,24.0,1978,1978,CBlock,6,146000
1161,1162,,1954,2006,CBlock,6,224000
1162,1163,109.0,1968,1968,CBlock,5,129000
1163,1164,60.0,1969,1969,CBlock,4,108959
1164,1165,,1978,1978,PConc,5,194000
1165,1166,79.0,2009,2009,PConc,7,233170
1166,1167,64.0,2008,2008,PConc,8,245350
1167,1168,58.0,2000,2000,PConc,6,173000
1168,1169,120.0,1935,1986,CBlock,6,235000
1169,1170,118.0,1995,1996,PConc,10,625000
1170,1171,76.0,1977,1977,CBlock,6,171000
1171,1172,76.0,1958,1958,CBlock,6,163000
1172,1173,35.0,2006,2007,PConc,7,171900
1173,1174,138.0,1946,1994,CBlock,5,200500
1174,1175,80.0,1932,1950,BrkTil,6,239000
1175,1176,85.0,1992,2000,PConc,8,285000
1176,1177,37.0,1984,1985,CBlock,5,119500
1177,1178,,1926,2004,CBlock,6,115000
1178,1179,54.0,1921,1950,BrkTil,5,154900
1179,1180,77.0,1954,1954,Slab,5,93000
1180,1181,,1990,1991,Wood,7,250000
1181,1182,64.0,2008,2008,PConc,8,392500
1182,1183,160.0,1996,1996,PConc,10,745000
1183,1184,60.0,1920,1950,BrkTil,5,120000
1184,1185,50.0,1963,1963,CBlock,5,186700
1185,1186,60.0,1924,1950,BrkTil,5,104900
1186,1187,107.0,1900,1970,CBlock,3,95000
1187,1188,89.0,1994,1995,PConc,8,262000
1188,1189,68.0,2002,2002,PConc,7,195000
